timestamp,channel,message_id,message_text,is_signal,asset,direction,signal_time
2026-01-22 19:48:58,po advance bot,3610,⁠  `𓂀𓂀𓂀 POCKET PRO AI  𓂀𓂀𓂀            🏦 Broker        │ Pocket Option 💹 Pair          │ EURNZD_otc ⏰ Entry Time    │ 19:50 (Server Time) 🎯 Direction     │ PUT ➥ DOWN ⬇️⬇️⬇️  ∯ Strategy       │ NXP Elite Protocol ∯ ⚠️  Rule         │ SKIP if payout; 80%  🔥 HIGH CONFIDENCE SIGNAL 🔥       Execute with confidence!`,Yes,EURNZD_otc,put,01:48
